  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000	  0.000000
  0.023214	 -0.014024	  0.021918	  1.523205	 -0.040289	 -1.512114	  0.000000
  0.046846	 -0.026810	  0.042168	  1.531387	 -0.080898	 -1.508755	  0.000000
  0.070837	 -0.038360	  0.060805	  1.539347	 -0.121772	 -1.504729	  0.000000
  0.095128	 -0.048681	  0.077876	  1.547119	 -0.162852	 -1.500077	  0.000000
  0.119651	 -0.057777	  0.093429	  1.554741	 -0.204072	 -1.494838	  0.000000
  0.144339	 -0.065659	  0.107507	  1.562250	 -0.245361	 -1.489050	  0.000000
  0.169119	 -0.072335	  0.120151	  1.569683	 -0.286648	 -1.482750	  0.000000
  0.193919	 -0.077822	  0.131403	  1.577077	 -0.327855	 -1.475974	  0.000000
  0.218665	 -0.082136	  0.141302	  1.584466	 -0.368907	 -1.468755	  0.000000
  0.243284	 -0.085300	  0.149888	  1.591887	 -0.409726	 -1.461130	  0.000000
  0.267703	 -0.087339	  0.157198	  1.599372	 -0.450237	 -1.453131	  0.000000
  0.291852	 -0.088282	  0.163271	  1.606952	 -0.490365	 -1.444791	  0.000000
  0.315664	 -0.088163	  0.168147	  1.614657	 -0.530041	 -1.436142	  0.000000
  0.339076	 -0.087017	  0.171863	  1.622512	 -0.569196	 -1.427216	  0.000000
  0.362028	 -0.084884	  0.174457	  1.630542	 -0.607770	 -1.418042	  0.000000
  0.384466	 -0.081807	  0.175970	  1.638767	 -0.645704	 -1.408651	  0.000000
  0.406342	 -0.077830	  0.176440	  1.647205	 -0.682949	 -1.399072	  0.000000
  0.427612	 -0.073001	  0.175906	  1.655869	 -0.719460	 -1.389331	  0.000000
  0.448238	 -0.067367	  0.174408	  1.664770	 -0.755198	 -1.379455	  0.000000
  0.468188	 -0.060976	  0.171986	  1.673918	 -0.790131	 -1.369470	  0.000000
  0.487436	 -0.053880	  0.168678	  1.683316	 -0.824233	 -1.359399	  0.000000
  0.505959	 -0.046127	  0.164524	  1.692967	 -0.857484	 -1.349266	  0.000000
  0.523743	 -0.037766	  0.159564	  1.702870	 -0.889872	 -1.339091	  0.000000
  0.540776	 -0.028847	  0.153837	  1.713023	 -0.921386	 -1.328894	  0.000000
  0.557050	 -0.019417	  0.147383	  1.723421	 -0.952026	 -1.318694	  0.000000
  0.572563	 -0.009522	  0.140238	  1.734058	 -0.981790	 -1.308508	  0.000000
  0.587315	  0.000794	  0.132443	  1.744926	 -1.010686	 -1.298350	  0.000000
  0.601310	  0.011485	  0.124035	  1.756015	 -1.038722	 -1.288234	  0.000000
  0.614554	  0.022512	  0.115052	  1.767314	 -1.065911	 -1.278173	  0.000000
  0.627056	  0.033835	  0.105529	  1.778814	 -1.092268	 -1.268178	  0.000000
